time,state,uptimeSec,freeHeap,minFreeHeap,largestBlock,freeDma,minFreeDma,rssi,wifiMode,espnowBound,runActive,pingOk,wsFrames
2026-07-08T17:38:01,ok,1389,209188,170596,167924,201428,162836,-77,sta,True,False,1,7173
2026-07-08T17:38:11,ok,1399,204968,170596,159732,197208,162836,-77,sta,True,False,1,7213
2026-07-08T17:38:21,ok,1409,204968,170596,159732,197208,162836,-77,sta,True,False,1,7253
2026-07-08T17:38:32,ok,1419,209192,170596,163828,201432,162836,-77,sta,True,False,1,7293
2026-07-08T17:38:42,ok,1429,200492,170596,155636,192688,162836,-78,sta,True,False,1,7333
2026-07-08T17:38:52,ok,1439,204968,170596,159732,197208,162836,-77,sta,True,False,1,7373
2026-07-08T17:39:02,ok,1449,209192,170596,167924,201432,162836,-77,sta,True,False,1,7413
2026-07-08T17:39:12,ok,1460,209188,170596,167924,201428,162836,-77,sta,True,False,1,7453
2026-07-08T17:39:22,ok,1470,209188,170596,167924,201428,162836,-78,sta,True,False,1,7493
2026-07-08T17:39:32,ok,1480,209188,170596,167924,201428,162836,-77,sta,True,False,1,7533
2026-07-08T17:39:42,ok,1490,209192,170596,163828,201432,162836,-78,sta,True,False,1,7573
2026-07-08T17:39:52,ok,1500,209192,170596,163828,201432,162836,-77,sta,True,False,1,7613
2026-07-08T17:40:02,ok,1510,205236,170596,159732,192732,162836,-77,sta,True,False,1,7653
2026-07-08T17:40:12,ok,1520,206584,170596,163828,198824,162836,-77,sta,True,False,1,7693
2026-07-08T17:40:22,ok,1530,209192,170596,163828,201432,162836,-77,sta,True,False,1,7733
2026-07-08T17:40:33,ok,1540,204968,170596,159732,197208,162836,-78,sta,True,False,1,7773
2026-07-08T17:40:43,ok,1550,205236,170596,159732,197476,162836,-78,sta,True,False,1,7813
2026-07-08T17:40:53,ok,1560,206852,170596,163828,199092,162836,-76,sta,True,False,1,7853
2026-07-08T17:41:03,ok,1571,204968,170596,159732,197208,162836,-78,sta,True,False,1,7893
2026-07-08T17:41:13,ok,1581,209192,170596,163828,201432,162836,-78,sta,True,False,1,7933
2026-07-08T17:41:23,ok,1591,204968,170596,159732,197208,162836,-77,sta,True,False,1,7973
2026-07-08T17:41:33,ok,1601,204968,170596,159732,197208,162836,-77,sta,True,False,1,8013
2026-07-08T17:41:43,ok,1611,209192,170596,163828,201432,162836,-78,sta,True,False,1,8053
2026-07-08T17:41:53,ok,1621,209192,170596,163828,201432,162836,-78,sta,True,False,1,8093
2026-07-08T17:42:03,ok,1631,209188,170596,167924,201428,162836,-78,sta,True,False,1,8133
2026-07-08T17:42:13,ok,1641,209188,170596,167924,201428,162836,-78,sta,True,False,1,8173
2026-07-08T17:42:24,ok,1651,209188,170596,167924,201428,162836,-78,sta,True,False,1,8213
2026-07-08T17:42:34,ok,1661,209188,170596,167924,201428,162836,-79,sta,True,False,1,8253
2026-07-08T17:42:44,ok,1671,209192,170596,163828,201432,162836,-77,sta,True,False,1,8293
2026-07-08T17:42:54,ok,1682,204968,170596,159732,197208,162836,-79,sta,True,False,1,8333
2026-07-08T17:43:04,ok,1692,209192,170596,163828,201432,162836,-77,sta,True,False,1,8373
2026-07-08T17:43:14,ok,1702,209192,170596,163828,201432,162836,-77,sta,True,False,1,8413
2026-07-08T17:43:24,ok,1712,209192,170596,163828,201432,162836,-77,sta,True,False,1,8453
2026-07-08T17:43:34,ok,1722,204968,170596,159732,197208,162836,-77,sta,True,False,1,8493
2026-07-08T17:43:44,ok,1732,209188,170596,167924,201428,162836,-77,sta,True,False,1,8533
2026-07-08T17:43:54,ok,1742,209188,170596,167924,201428,162836,-77,sta,True,False,1,8573
2026-07-08T17:44:04,ok,1752,209376,170596,167924,201832,162836,-77,sta,True,False,1,8613
2026-07-08T17:44:14,ok,1762,209356,170596,163828,201596,162836,-78,sta,True,False,1,8653
2026-07-08T17:44:25,ok,1772,209176,170596,163828,201432,162836,-77,sta,True,False,1,8693
2026-07-08T17:44:35,ok,1782,205236,170596,159732,197476,162836,-78,sta,True,False,1,8733
2026-07-08T17:44:45,ok,1792,209192,170596,163828,201432,162836,-78,sta,True,False,1,8773
2026-07-08T17:44:55,ok,1802,209192,170596,163828,201432,162836,-77,sta,True,False,1,8813
2026-07-08T17:45:05,ok,1813,208980,170596,167924,201220,162836,-78,sta,True,False,1,8853
2026-07-08T17:45:15,ok,1823,209188,170596,167924,201428,162836,-78,sta,True,False,1,8893
2026-07-08T17:45:25,ok,1833,200492,170596,155636,192688,162836,-79,sta,True,False,1,8933
2026-07-08T17:45:35,ok,1843,209188,170596,167924,201428,162836,-78,sta,True,False,1,8973
2026-07-08T17:45:45,ok,1853,209192,170596,163828,201432,162836,-77,sta,True,False,1,9013
2026-07-08T17:45:55,ok,1863,209192,170596,163828,201432,162836,-78,sta,True,False,1,9053
2026-07-08T17:46:05,ok,1873,197460,170596,155636,189484,162836,-78,sta,True,False,1,9093
2026-07-08T17:46:15,ok,1883,209192,170596,163828,201432,162836,-78,sta,True,False,1,9133
2026-07-08T17:46:26,ok,1893,204968,170596,159732,197208,162836,-79,sta,True,False,1,9173
2026-07-08T17:46:36,ok,1903,209188,170596,167924,201428,162836,-77,sta,True,False,1,9213
2026-07-08T17:46:46,ok,1913,209188,170596,167924,201428,162836,-78,sta,True,False,1,9253
2026-07-08T17:46:56,ok,1924,204968,170596,159732,197208,162836,-77,sta,True,False,1,9293
2026-07-08T17:47:06,ok,1934,202852,170596,159732,195092,162836,-77,sta,True,False,1,9333
2026-07-08T17:47:16,ok,1944,209192,170596,163828,201432,162836,-78,sta,True,False,1,9373
2026-07-08T17:47:26,ok,1954,207284,170596,155636,199376,162836,-76,sta,True,False,1,9413
2026-07-08T17:47:36,ok,1964,209192,170596,163828,201432,162836,-77,sta,True,False,1,9453
2026-07-08T17:47:46,ok,1974,209192,170596,163828,201432,162836,-77,sta,True,False,1,9493
2026-07-08T17:47:56,ok,1984,209192,170596,163828,201432,162836,-77,sta,True,False,1,9533
2026-07-08T17:48:06,ok,1994,209724,170596,167924,201964,162836,-78,sta,True,False,1,9573
2026-07-08T17:48:17,ok,2004,206852,170596,163828,199092,162836,-77,sta,True,False,1,9613
2026-07-08T17:48:27,ok,2014,203056,170596,159732,195296,162836,-77,sta,True,False,1,9653
2026-07-08T17:48:37,ok,2024,205224,170596,159732,197464,162836,-78,sta,True,False,1,9693
2026-07-08T17:48:47,ok,2034,209192,170596,163828,201432,162836,-78,sta,True,False,1,9733
2026-07-08T17:48:57,ok,2044,209192,170596,163828,201432,162836,-78,sta,True,False,1,9773
2026-07-08T17:49:07,ok,2055,204144,170596,155636,196384,162836,-78,sta,True,False,1,9814
2026-07-08T17:49:17,ok,2065,204700,170596,159732,196940,162836,-76,sta,True,False,1,9854
2026-07-08T17:49:27,ok,2075,204168,170596,159732,196408,162836,-78,sta,True,False,1,9894
2026-07-08T17:49:37,ok,2085,204700,170596,159732,196940,162836,-77,sta,True,False,1,9934
2026-07-08T17:49:48,ok,2095,202788,170596,159732,195028,162836,-77,sta,True,False,1,9974
2026-07-08T17:49:58,ok,2105,204700,170596,159732,196940,162836,-78,sta,True,False,1,10014
2026-07-08T17:50:08,ok,2115,204456,170596,159732,196696,162836,-78,sta,True,False,1,10054
2026-07-08T17:50:18,ok,2126,204700,170596,159732,196940,162836,-77,sta,True,False,1,10094
2026-07-08T17:50:28,ok,2136,204700,170596,159732,196940,162836,-77,sta,True,False,1,10134
2026-07-08T17:50:38,ok,2146,208780,170596,163828,201020,162836,-78,sta,True,False,1,10175
2026-07-08T17:50:48,ok,2156,209192,170596,163828,201432,162836,-77,sta,True,False,1,10215
2026-07-08T17:50:58,ok,2166,209984,170596,167924,199852,162836,-78,sta,True,False,1,10255
2026-07-08T17:51:09,ok,2176,209356,170596,167924,201596,162836,-77,sta,True,False,1,10295
2026-07-08T17:51:19,ok,2186,205236,170596,159732,197476,162836,-77,sta,True,False,1,10335
2026-07-08T17:51:29,ok,2196,209188,170596,167924,201428,162836,-78,sta,True,False,1,10375
2026-07-08T17:51:39,ok,2206,209188,170596,167924,201428,162836,-77,sta,True,False,1,10415
2026-07-08T17:51:49,ok,2217,204960,170596,159732,197200,162836,-78,sta,True,False,1,10455
2026-07-08T17:51:59,ok,2227,209192,170596,163828,201432,162836,-77,sta,True,False,1,10495
